holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,Rush Hour,traffic_volume
nan,291.36,0.0,0.0,75,Clouds,0,1992
nan,291.12,0.0,0.0,75,Clouds,0,1166
nan,290.63,0.0,0.0,75,Clouds,0,627
nan,290.46,0.0,0.0,40,Clouds,0,388
nan,289.26,0.0,0.0,0,Clear,0,368
nan,283.21,0.0,0.0,75,Clouds,0,2489
nan,282.24,0.0,0.0,90,Clouds,0,5537
nan,281.69,0.0,0.0,90,Clouds,1,6628
nan,280.57,0.0,0.0,90,Clouds,1,5534
nan,280.02,0.0,0.0,75,Clouds,1,5403
nan,280.11,0.0,0.0,75,Clouds,0,4770
nan,280.0,0.0,0.0,90,Clouds,0,5217
nan,280.53,0.0,0.0,90,Clouds,0,5870
nan,281.43,0.0,0.0,75,Clouds,0,5967
nan,281.78,0.0,0.0,90,Clouds,0,6108
nan,281.91,0.0,0.0,90,Clouds,0,6128
nan,281.73,0.0,0.0,90,Clouds,0,6069
nan,281.42,0.0,0.0,90,Clouds,1,6169
nan,280.87,0.0,0.0,90,Clouds,1,5384
nan,280.15,0.0,0.0,90,Clouds,1,4063
nan,279.78,0.0,0.0,90,Clouds,0,3364
nan,279.65,0.0,0.0,75,Clouds,0,2971
nan,279.22,0.0,0.0,40,Clouds,0,2450
nan,279.06,0.0,0.0,40,Clouds,0,1832
nan,278.81,0.0,0.0,90,Clouds,0,1231
nan,278.55,0.0,0.0,90,Clouds,0,718
nan,278.59,0.0,0.0,90,Clouds,0,545
nan,276.99,0.0,0.0,75,Clouds,0,411
nan,276.35,0.0,0.0,20,Clouds,0,688
nan,275.4,0.0,0.0,1,Clear,0,1352
nan,275.17,0.0,0.0,1,Clear,1,2072
nan,274.99,0.0,0.0,1,Clear,1,3342
nan,275.09,0.0,0.0,40,Clouds,1,4258
nan,276.88,0.0,0.0,20,Clouds,0,4861
nan,278.04,0.0,0.0,20,Clouds,0,5191
nan,279.08,0.0,0.0,40,Clouds,0,5669
nan,280.12,0.0,0.0,75,Clouds,0,5074
nan,280.25,0.0,0.0,75,Clouds,0,5025
nan,280.0,0.0,0.0,75,Clouds,0,5153
nan,279.06,0.0,0.0,90,Clouds,0,5024
nan,278.91,0.0,0.0,90,Clouds,1,4779
nan,278.39,0.0,0.0,90,Clouds,1,4362
nan,278.16,0.0,0.0,90,Clouds,1,3860
nan,278.16,0.0,0.0,90,Clouds,0,3160
nan,277.93,0.0,0.0,90,Clouds,0,2992
nan,276.9,0.0,0.0,90,Clouds,0,3202
nan,276.34,0.0,0.0,75,Clouds,0,1941
nan,276.11,0.0,0.0,75,Clouds,0,1233
nan,275.73,0.0,0.0,90,Clouds,0,323
nan,275.65,0.0,0.0,90,Clouds,0,312
nan,275.51,0.0,0.0,75,Clouds,0,627
nan,275.05,0.0,0.0,90,Clouds,0,1508
nan,274.77,0.0,0.0,90,Clouds,1,1539
nan,274.77,0.0,0.0,75,Clouds,1,2232
nan,275.55,0.0,0.0,75,Clouds,1,4568
nan,276.24,0.0,0.0,75,Clouds,0,4624
nan,277.01,0.0,0.0,90,Clouds,0,4529
nan,277.43,0.0,0.0,90,Clouds,0,5139
nan,278.45,0.0,0.0,90,Clouds,0,6640
nan,279.27,0.0,0.0,90,Clouds,0,6589
nan,279.27,0.0,0.0,90,Clouds,0,4429
nan,279.44,0.0,0.0,90,Clouds,0,4329
nan,279.32,0.0,0.0,90,Clouds,1,3833
nan,279.27,0.0,0.0,90,Clouds,1,4015
nan,278.11,0.0,0.0,90,Clouds,1,3382
nan,276.79,0.0,0.0,75,Clouds,0,2815
nan,275.73,0.0,0.0,90,Clouds,0,2110
nan,274.88,0.0,0.0,75,Clouds,0,1555
nan,273.92,0.0,0.0,20,Clouds,0,959
Columbus Day,273.08,0.0,0.0,20,Clouds,0,455
nan,272.62,0.0,0.0,20,Clouds,0,336
nan,271.78,0.0,0.0,1,Clear,0,265
nan,271.05,0.0,0.0,1,Clear,0,314
nan,270.63,0.0,0.0,1,Clear,0,779
nan,270.33,0.0,0.0,1,Clear,0,2571
nan,269.61,0.0,0.0,20,Clouds,0,5563
nan,270.01,0.0,0.0,20,Clouds,1,6676
nan,271.23,0.0,0.0,20,Clouds,1,5966
nan,273.71,0.0,0.0,20,Clouds,1,4832
nan,276.77,0.0,0.0,20,Clouds,0,4395
nan,279.47,0.0,0.0,20,Clouds,0,4411
nan,279.84,0.0,0.0,1,Clear,0,4648
nan,282.34,0.0,0.0,40,Clouds,0,4602
nan,282.94,0.0,0.0,40,Clouds,0,5125
nan,283.48,0.0,0.0,1,Clear,0,5502
nan,284.33,0.0,0.0,1,Clear,0,5979
nan,284.48,0.0,0.0,40,Clouds,1,5663
nan,284.23,0.0,0.0,40,Clouds,1,4259
nan,281.99,0.0,0.0,20,Clouds,1,3069
nan,279.81,0.0,0.0,1,Clear,0,2378
nan,279.35,0.0,0.0,1,Clear,0,2030
nan,278.9,0.0,0.0,1,Clear,0,1400
nan,278.46,0.0,0.0,1,Clear,0,917
nan,277.78,0.0,0.0,1,Clear,0,515
nan,277.27,0.0,0.0,1,Clear,0,302
nan,277.47,0.0,0.0,1,Clear,0,251
nan,276.97,0.0,0.0,20,Clouds,0,798
nan,276.52,0.0,0.0,40,Clouds,0,2678
nan,276.6,0.0,0.0,40,Clouds,0,5733
nan,277.31,0.0,0.0,75,Clouds,1,6449
nan,278.38,0.0,0.0,90,Clouds,1,5765
nan,279.35,0.0,0.0,90,Clouds,1,5599
nan,281.37,0.0,0.0,90,Clouds,0,4534
nan,283.11,0.0,0.0,90,Clouds,0,4691
nan,284.08,0.0,0.0,75,Clouds,0,5067
nan,285.14,0.0,0.0,75,Clouds,0,5030
nan,286.35,0.0,0.0,90,Clouds,0,5300
nan,287.23,0.0,0.0,100,Rain,0,5777
nan,288.53,0.0,0.0,90,Clouds,0,6349
nan,290.37,0.0,0.0,90,Clouds,1,6127
nan,290.13,0.0,0.0,90,Clouds,1,4460
nan,288.86,0.0,0.0,75,Clouds,1,3418
nan,287.36,0.0,0.0,90,Clouds,0,2775
nan,285.11,0.0,0.0,90,Clouds,0,2306
nan,283.46,0.0,0.0,90,Clouds,0,1846
nan,282.45,0.0,0.0,90,Clouds,0,947
nan,281.88,0.0,0.0,90,Clouds,0,494
nan,281.78,0.0,0.0,90,Clouds,0,332
nan,281.09,0.0,0.0,75,Clouds,0,261
nan,281.17,0.0,0.0,90,Clouds,0,361
nan,281.25,0.0,0.0,92,Clear,0,5875
nan,281.25,0.0,0.0,99,Rain,1,6793
nan,281.25,0.0,0.0,99,Drizzle,1,6793
nan,280.1,0.0,0.0,99,Rain,1,6283
nan,280.1,0.0,0.0,99,Drizzle,1,6283
nan,279.61,0.0,0.0,99,Rain,1,5680
nan,279.61,0.0,0.0,99,Drizzle,1,5680
nan,279.67,0.0,0.0,99,Clear,0,4632
nan,280.19,0.0,0.0,1,Clear,0,4887
nan,282.09,0.0,0.0,75,Clouds,0,5030
nan,282.26,0.0,0.0,75,Clouds,0,5067
nan,282.05,0.0,0.0,90,Clouds,0,5227
nan,281.59,0.0,0.0,90,Clouds,0,5610
nan,281.23,0.0,0.0,81,Clear,0,6286
nan,282.6,0.0,0.0,81,Clear,1,4775
nan,282.6,0.0,0.0,81,Clear,1,3340
nan,282.6,0.0,0.0,81,Clear,0,3013
nan,282.6,0.0,0.0,81,Clear,0,2603
nan,282.6,0.0,0.0,81,Clear,0,1910
nan,282.6,0.0,0.0,81,Clear,0,1037
nan,273.9,0.0,0.0,1,Clear,0,347
nan,274.4,0.0,0.0,75,Clouds,0,350
nan,274.05,0.0,0.0,75,Clouds,0,850
nan,273.71,0.0,0.0,40,Clouds,0,2791
nan,272.66,0.0,0.0,1,Clear,0,5809
nan,272.65,0.0,0.0,1,Clear,1,6798
nan,272.52,0.0,0.0,1,Clear,1,6304
nan,275.19,0.0,0.0,20,Clouds,1,5291
nan,275.34,0.0,0.0,1,Clear,0,4638
nan,284.1,0.0,0.0,50,Clear,0,5557
nan,284.1,0.0,0.0,50,Clear,0,5818
nan,283.78,0.0,0.0,75,Clouds,0,6272
nan,283.52,0.0,0.0,75,Clouds,1,5944
nan,283.32,0.0,0.0,90,Clouds,1,4949
nan,282.06,0.0,0.0,90,Clouds,1,3511
nan,281.95,0.0,0.0,90,Clouds,0,3039
nan,281.81,0.0,0.0,90,Clouds,0,2679
nan,282.16,0.0,0.0,90,Clouds,0,2094
nan,282.53,0.0,0.0,90,Clouds,0,1284
nan,283.91,0.0,0.0,90,Clouds,0,630
nan,284.64,0.0,0.0,90,Clouds,0,410
nan,284.61,0.0,0.0,90,Clouds,0,331
nan,283.18,0.0,0.0,72,Drizzle,0,372
nan,282.26,0.0,0.0,72,Rain,0,739
nan,280.77,0.0,0.0,72,Drizzle,0,2561
nan,278.53,0.0,0.0,75,Clouds,0,5586
nan,277.64,0.0,0.0,75,Clouds,1,6992
nan,277.9,0.0,0.0,90,Clouds,1,5860
nan,278.18,0.0,0.0,90,Clouds,1,5230
nan,279.29,0.0,0.0,75,Clouds,0,4864
nan,280.45,0.0,0.0,75,Clouds,0,5146
nan,280.95,0.0,0.0,40,Clouds,0,5526
nan,281.74,0.0,0.0,40,Clouds,0,5383
nan,281.84,0.0,0.0,75,Clouds,0,5758
nan,282.45,0.0,0.0,75,Clouds,0,5889
nan,282.2,0.0,0.0,75,Clouds,0,6057
nan,281.54,0.0,0.0,40,Clouds,1,6028
nan,280.21,0.0,0.0,20,Clouds,1,5257
nan,282.2,0.0,0.0,56,Clear,0,1897
nan,272.58,0.0,0.0,1,Clear,0,1335
nan,272.06,0.0,0.0,1,Clear,0,769
nan,270.99,0.0,0.0,1,Clear,0,570
nan,270.29,0.0,0.0,20,Clouds,0,413
nan,269.48,0.0,0.0,1,Clear,0,399
nan,269.27,0.0,0.0,1,Clear,0,740
nan,268.91,0.0,0.0,1,Clear,0,1420
nan,268.98,0.0,0.0,75,Clouds,1,2220
nan,269.23,0.0,0.0,40,Clouds,1,3479
nan,272.61,0.0,0.0,40,Clouds,1,4546
nan,276.78,0.0,0.0,20,Clouds,0,4579
nan,279.22,0.0,0.0,1,Clear,0,4438
nan,280.35,0.0,0.0,1,Clear,0,4623
nan,281.81,0.0,0.0,1,Clear,0,4440
nan,283.05,0.0,0.0,1,Clear,0,4495
nan,283.96,0.0,0.0,1,Clear,0,4483
nan,284.53,0.0,0.0,1,Clear,0,4591
nan,284.44,0.0,0.0,1,Clear,1,4477
nan,283.64,0.0,0.0,1,Clear,1,4221
nan,281.85,0.0,0.0,20,Clouds,1,3672
nan,281.38,0.0,0.0,1,Clear,0,3015
nan,281.84,0.0,0.0,75,Clouds,0,2769
nan,282.23,0.0,0.0,90,Clouds,0,2875
nan,282.18,0.0,0.0,90,Clouds,0,1931
nan,282.49,0.0,0.0,90,Clouds,0,1309
nan,282.54,0.0,0.0,90,Clouds,0,870
nan,282.58,0.0,0.0,90,Clouds,0,654
nan,282.23,0.0,0.0,90,Clouds,0,364
nan,282.08,0.0,0.0,90,Clouds,0,262
nan,282.23,0.0,0.0,90,Clouds,0,505
nan,282.24,0.0,0.0,90,Clouds,0,861
nan,282.24,0.0,0.0,90,Clouds,1,1132
nan,282.24,0.0,0.0,57,Mist,1,1797
nan,282.43,0.0,0.0,57,Drizzle,1,2685
nan,282.43,0.0,0.0,57,Mist,1,2685
nan,282.43,0.0,0.0,57,Haze,1,2685
nan,282.33,0.0,0.0,57,Drizzle,0,3370
nan,282.33,0.0,0.0,57,Mist,0,3370
nan,282.82,0.0,0.0,57,Drizzle,0,3662
nan,282.82,0.0,0.0,57,Mist,0,3662
nan,283.33,0.0,0.0,57,Mist,0,4076
nan,283.33,0.0,0.0,57,Rain,0,4076
nan,283.33,0.0,0.0,57,Drizzle,0,4076
nan,283.75,0.0,0.0,93,Rain,0,4128
nan,283.75,0.0,0.0,93,Mist,0,4128
nan,283.75,0.0,0.0,93,Drizzle,0,4128
nan,284.09,0.0,0.0,93,Mist,0,4358
nan,284.09,0.0,0.0,93,Rain,0,4358
nan,284.09,0.0,0.0,93,Drizzle,0,4358
nan,284.55,0.0,0.0,93,Mist,0,4342
nan,284.55,0.0,0.0,93,Rain,0,4342
nan,284.68,0.0,0.0,93,Mist,0,4234
nan,284.64,0.0,0.0,93,Rain,1,4271
nan,284.64,0.0,0.0,93,Mist,1,4271
nan,284.4,0.0,0.0,93,Mist,1,4080
nan,284.17,0.0,0.0,93,Mist,1,3453
nan,284.03,0.0,0.0,93,Mist,0,2718
nan,283.58,0.0,0.0,93,Mist,0,2439
nan,283.04,0.0,0.0,93,Mist,0,1819
nan,281.95,0.0,0.0,93,Mist,0,1002
nan,281.95,0.0,0.0,93,Fog,0,1002
nan,281.61,0.0,0.0,93,Mist,0,542
nan,281.61,0.0,0.0,93,Fog,0,542
nan,281.57,0.0,0.0,85,Fog,0,303
nan,281.42,0.0,0.0,85,Fog,0,239
nan,281.29,0.0,0.0,85,Mist,0,335
nan,281.29,0.0,0.0,85,Fog,0,335
nan,281.02,0.0,0.0,85,Mist,0,810
nan,281.02,0.0,0.0,85,Fog,0,810
nan,280.82,0.0,0.0,85,Mist,0,2606
nan,280.82,0.0,0.0,85,Fog,0,2606
nan,280.39,0.0,0.0,85,Mist,0,5714
nan,280.19,0.0,0.0,100,Mist,1,6798
nan,279.82,0.0,0.0,100,Mist,1,6114
nan,279.75,0.0,0.0,100,Mist,1,5094
nan,280.07,0.0,0.0,100,Mist,0,4473
nan,280.32,0.0,0.0,90,Clouds,0,4529
nan,281.72,0.0,0.0,100,Clear,0,4823
nan,284.01,0.0,0.0,40,Clouds,0,4872
nan,285.88,0.0,0.0,1,Clear,0,5238
nan,286.87,0.0,0.0,1,Clear,0,5584
nan,287.6,0.0,0.0,20,Clouds,0,6246
nan,287.27,0.0,0.0,20,Clouds,1,5957
nan,286.18,0.0,0.0,20,Clouds,1,4535
nan,285.2,0.0,0.0,75,Clouds,1,3234
nan,284.68,0.0,0.0,75,Clouds,0,2677
nan,284.49,0.0,0.0,90,Clouds,0,2077
nan,283.54,0.0,0.0,20,Clouds,0,1380
nan,282.33,0.0,0.0,75,Clouds,0,927
nan,281.21,0.0,0.0,20,Clouds,0,500
nan,279.87,0.0,0.0,1,Clear,0,324
nan,278.93,0.0,0.0,1,Clear,0,257
nan,277.91,0.0,0.0,1,Clear,0,354
nan,277.21,0.0,0.0,1,Clear,0,769
nan,276.61,0.0,0.0,1,Clear,0,2769
nan,276.11,0.0,0.0,1,Clear,0,5789
nan,274.81,0.0,0.0,20,Clouds,1,7055
nan,274.99,0.0,0.0,20,Clouds,1,6408
nan,277.91,0.0,0.0,20,Clouds,1,5254
nan,280.71,0.0,0.0,20,Clouds,0,4547
nan,283.85,0.0,0.0,20,Clouds,0,4784
nan,286.01,0.0,0.0,40,Clouds,0,5015
nan,286.31,0.0,0.0,1,Clear,0,5057
nan,288.15,0.0,0.0,75,Clouds,0,5430
nan,289.15,0.0,0.0,75,Clouds,0,5813
nan,288.99,0.0,0.0,75,Clouds,0,6496
nan,288.86,0.0,0.0,75,Clouds,1,6429
nan,288.16,0.0,0.0,90,Clouds,1,5142
nan,287.28,0.0,0.0,68,Rain,1,3311
nan,287.04,0.0,0.0,90,Clouds,0,2777
nan,286.9,0.0,0.0,90,Clouds,0,2331
nan,287.09,0.0,0.0,90,Clouds,0,1767
nan,287.09,0.0,0.0,90,Clouds,0,1093
nan,286.89,0.0,0.0,75,Clouds,0,554
nan,286.93,0.0,0.0,75,Clouds,0,333
nan,286.93,0.0,0.0,90,Clouds,0,267
nan,287.07,0.0,0.0,90,Clouds,0,358
nan,286.56,0.0,0.0,75,Clouds,0,777
nan,285.91,0.0,0.0,90,Clouds,0,2732
nan,285.29,0.0,0.0,90,Clouds,0,5637
nan,284.92,0.0,0.0,75,Clouds,1,5564
nan,285.35,0.0,0.0,75,Clouds,1,6274
nan,285.72,0.0,0.0,100,Rain,1,5403
nan,285.72,0.0,0.0,100,Rain,1,5403
nan,287.09,0.0,0.0,75,Clouds,0,4680
nan,288.31,0.0,0.0,75,Clouds,0,4642
nan,288.61,0.0,0.0,1,Clear,0,4979
nan,290.32,0.0,0.0,1,Clear,0,4851
nan,291.36,0.0,0.0,1,Clear,0,4291
nan,292.01,0.0,0.0,1,Clear,0,4714
nan,292.61,0.0,0.0,1,Clear,0,6723
nan,292.65,0.0,0.0,1,Clear,1,6180
nan,290.52,0.0,0.0,40,Clouds,1,4843
nan,288.35,0.0,0.0,40,Clouds,1,3435
nan,286.72,0.0,0.0,40,Clouds,0,2921
nan,285.49,0.0,0.0,40,Clouds,0,2763
nan,284.22,0.0,0.0,20,Clouds,0,1930
nan,283.8,0.0,0.0,20,Clouds,0,1160
nan,283.72,0.0,0.0,20,Clouds,0,654
nan,282.8,0.0,0.0,40,Clouds,0,374
nan,282.32,0.0,0.0,99,Mist,0,301
nan,282.38,0.0,0.0,99,Mist,0,397
nan,282.76,0.0,0.0,90,Clouds,0,794
nan,282.88,0.0,0.0,99,Mist,0,2564
nan,284.18,0.0,0.0,75,Clouds,0,5358
nan,284.69,0.0,0.0,90,Clouds,1,6441
nan,285.0,0.0,0.0,90,Clouds,1,5536
nan,286.9,0.0,0.0,99,Rain,1,5256
nan,288.35,0.0,0.0,90,Clouds,0,4619
nan,289.59,0.0,0.0,90,Clouds,0,5107
nan,288.27,0.0,0.0,99,Rain,0,5147
nan,286.41,0.0,0.0,90,Clouds,0,5283
nan,285.96,0.0,0.0,90,Clouds,0,5704
nan,287.04,0.0,0.0,90,Clouds,0,5887
nan,287.18,0.0,0.0,90,Clouds,0,6307
nan,286.94,0.0,0.0,90,Clouds,1,5953
nan,286.01,0.0,0.0,90,Clouds,1,4519
nan,284.67,0.0,0.0,100,Drizzle,1,3427
nan,283.44,0.0,0.0,100,Rain,0,2921
nan,282.51,0.0,0.0,100,Drizzle,0,2649
nan,281.9,0.0,0.0,90,Clouds,0,2005
nan,281.85,0.0,0.0,90,Clouds,0,1177
nan,281.28,0.0,0.0,90,Clouds,0,699
nan,280.97,0.0,0.0,87,Mist,0,436
nan,280.44,0.0,0.0,87,Drizzle,0,353
nan,280.44,0.0,0.0,87,Mist,0,353
nan,280.02,0.0,0.0,87,Mist,0,399
nan,279.79,0.0,0.0,87,Drizzle,0,720
nan,279.79,0.0,0.0,87,Mist,0,720
nan,279.79,0.0,0.0,87,Rain,0,720
nan,279.79,0.0,0.0,87,Drizzle,0,720
nan,279.74,0.0,0.0,87,Mist,0,2370
nan,279.74,0.0,0.0,87,Rain,0,2370
nan,279.65,0.0,0.0,87,Drizzle,0,5162
nan,279.65,0.0,0.0,87,Mist,0,5162
nan,279.65,0.0,0.0,87,Rain,0,5162
nan,279.45,0.0,0.0,91,Mist,1,5777
nan,279.45,0.0,0.0,91,Rain,1,5777
nan,279.22,0.0,0.0,91,Drizzle,1,5235
nan,279.22,0.0,0.0,91,Mist,1,5235
nan,279.22,0.0,0.0,91,Rain,1,5235
nan,279.35,0.0,0.0,91,Rain,1,4606
nan,279.35,0.0,0.0,91,Mist,1,4606
nan,279.92,0.0,0.0,91,Mist,0,4328
nan,280.44,0.0,0.0,90,Clouds,0,4282
nan,281.0,0.0,0.0,90,Clouds,0,4489
nan,281.51,0.0,0.0,90,Clouds,0,4908
nan,281.93,0.0,0.0,92,Mist,0,5620
nan,281.94,0.0,0.0,92,Mist,0,5849
nan,281.94,0.0,0.0,92,Drizzle,0,5849
nan,282.27,0.0,0.0,92,Rain,0,4945
nan,282.41,0.0,0.0,92,Rain,1,4619
nan,282.21,0.0,0.0,90,Clouds,1,4479
nan,281.69,0.0,0.0,75,Clouds,1,3804
nan,281.26,0.0,0.0,90,Clouds,0,2908
nan,280.66,0.0,0.0,92,Mist,0,2942
nan,280.43,0.0,0.0,92,Drizzle,0,3077
nan,280.43,0.0,0.0,92,Drizzle,0,3077
nan,280.1,0.0,0.0,92,Mist,0,2051
nan,280.1,0.0,0.0,92,Rain,0,2051
nan,280.1,0.0,0.0,92,Drizzle,0,2051
nan,280.06,0.0,0.0,92,Rain,0,1270
nan,280.06,0.0,0.0,92,Rain,0,1270
nan,280.28,0.0,0.0,96,Drizzle,0,773
nan,280.28,0.0,0.0,96,Rain,0,773
nan,280.38,0.0,0.0,96,Drizzle,0,589
nan,280.62,0.0,0.0,96,Drizzle,0,432
nan,280.62,0.0,0.0,96,Mist,0,432
nan,280.91,0.0,0.0,96,Mist,0,401
nan,280.91,0.0,0.0,96,Drizzle,0,401
nan,280.91,0.0,0.0,96,Rain,0,401
nan,280.96,0.0,0.0,96,Rain,0,759
nan,280.96,0.0,0.0,96,Mist,0,759
nan,280.96,0.0,0.0,96,Drizzle,0,759
nan,281.13,0.0,0.0,96,Rain,0,1313
nan,281.13,0.0,0.0,96,Mist,0,1313
nan,281.13,0.0,0.0,96,Drizzle,0,1313
nan,281.28,0.0,0.0,100,Rain,1,1824
nan,281.28,0.0,0.0,100,Mist,1,1824
nan,281.28,0.0,0.0,100,Drizzle,1,1824
nan,281.19,0.0,0.0,100,Rain,1,2787
nan,281.19,0.0,0.0,100,Mist,1,2787
nan,281.19,0.0,0.0,100,Drizzle,1,2787
nan,281.7,0.0,0.0,100,Rain,1,3713
nan,281.7,0.0,0.0,100,Drizzle,1,3713
nan,281.7,0.0,0.0,100,Mist,1,3713
nan,281.7,0.0,0.0,100,Drizzle,1,3713
nan,282.02,0.0,0.0,100,Rain,0,3815
nan,282.02,0.0,0.0,100,Drizzle,0,3815
nan,282.02,0.0,0.0,100,Mist,0,3815
nan,282.02,0.0,0.0,100,Rain,0,3815
nan,282.35,0.0,0.0,100,Rain,0,4339
nan,282.35,0.0,0.0,100,Mist,0,4339
nan,282.35,0.0,0.0,100,Drizzle,0,4339
nan,282.71,0.0,0.0,100,Rain,0,4613
nan,282.71,0.0,0.0,100,Mist,0,4613
nan,282.71,0.0,0.0,100,Rain,0,4613
nan,282.71,0.0,0.0,100,Rain,0,4613
nan,283.31,0.0,0.0,48,Rain,0,4507
nan,283.79,0.0,0.0,90,Clouds,0,4452
nan,284.2,0.0,0.0,75,Clouds,0,4636
nan,284.32,0.0,0.0,90,Clouds,0,4810
nan,284.13,0.0,0.0,75,Clouds,1,5125
nan,283.14,0.0,0.0,40,Clouds,1,4337
nan,281.4,0.0,0.0,40,Clouds,1,3644
nan,280.47,0.0,0.0,20,Clouds,0,3107
nan,279.52,0.0,0.0,20,Clouds,0,2929
nan,278.85,0.0,0.0,48,Mist,0,2865
nan,278.12,0.0,0.0,48,Fog,0,2340
nan,277.94,0.0,0.0,48,Mist,0,1372
nan,275.93,0.0,0.0,60,Fog,1,1928
nan,275.93,0.0,0.0,60,Mist,1,1928
nan,284.09,0.0,0.0,75,Clouds,1,4695
nan,282.6,0.0,0.0,75,Clouds,1,4335
nan,281.72,0.0,0.0,90,Clouds,0,1583
nan,281.26,0.0,0.0,90,Clouds,0,959
nan,281.29,0.0,0.0,75,Clouds,0,498
nan,281.01,0.0,0.0,75,Clouds,0,306
nan,280.57,0.0,0.0,40,Clouds,0,259
nan,280.54,0.0,0.0,75,Clouds,0,324
nan,279.37,0.0,0.0,8,Mist,0,806
nan,279.18,0.0,0.0,8,Mist,0,2622
nan,279.05,0.0,0.0,8,Mist,0,5456
nan,282.7,0.0,0.0,38,Clear,0,4324
nan,286.17,0.0,0.0,40,Clouds,0,4378
nan,288.61,0.0,0.0,75,Clouds,0,4639
nan,290.59,0.0,0.0,20,Clouds,0,4546
nan,292.21,0.0,0.0,75,Clouds,0,5006
nan,293.56,0.0,0.0,75,Clouds,0,5361
nan,293.43,0.0,0.0,40,Clouds,0,6101
nan,293.4,0.0,0.0,40,Clouds,1,5781
nan,291.47,0.0,0.0,20,Clouds,1,4272
nan,289.17,0.0,0.0,20,Clouds,1,3091
nan,287.28,0.0,0.0,1,Clear,0,2434
nan,286.1,0.0,0.0,1,Clear,0,1984
nan,285.45,0.0,0.0,75,Clouds,0,1383
nan,285.33,0.0,0.0,90,Clouds,0,959
nan,285.07,0.0,0.0,90,Clouds,0,511
nan,284.58,0.0,0.0,90,Clouds,0,346
nan,283.88,0.0,0.0,75,Clouds,0,253
nan,283.55,0.0,0.0,75,Clouds,0,349
nan,282.85,0.0,0.0,20,Clouds,0,807
nan,282.42,0.0,0.0,20,Clouds,0,2669
nan,282.13,0.0,0.0,75,Clouds,0,5210
nan,281.85,0.0,0.0,40,Clouds,1,6083
nan,281.85,0.0,0.0,20,Clouds,1,5790
nan,283.07,0.0,0.0,75,Clouds,1,5484
nan,284.53,0.0,0.0,90,Clouds,0,4407
nan,285.6,0.0,0.0,75,Clouds,0,4725
nan,286.63,0.0,0.0,90,Clouds,0,4826
